timestamp,name,country,tags,image,link
2026-03-22T16:47:21.951041,,,ROCK|METAL|FRIDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594602_performance_960.jpeg,/en/programs-lineup-2026#/artist/2069922-bring-me-the-horizon?from=%2F
2026-03-22T16:47:21.951346,,,INDIE|INDIE ROCK|POP-ROCK|THURSDAY,https://media.appmiral.com/prod/performance/0056/82/thumb_5581803_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064800-florence-%2B-the-machine?from=%2F
2026-03-22T16:47:21.951604,,,POP|SATURDAY,https://media.appmiral.com/prod/performance/0057/10/thumb_5609768_performance_960.jpeg,/en/programs-lineup-2026#/artist/2078520-jorja-smith-(party-set)?from=%2F
2026-03-22T16:47:23.555712,,,ROCK|POP|THURSDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577157_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064849-lewis-capaldi?from=%2F
2026-03-22T16:47:23.555983,,,HIP-HOP|RAP|FRIDAY,https://media.appmiral.com/prod/performance/0057/09/thumb_5608618_performance_960.jpeg,/en/programs-lineup-2026#/artist/2079544-skepta?from=%2F
2026-03-22T16:47:23.556255,,,INDIE ROCK|ALTERNATIVE ROCK|INDIE|TUESDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577150_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064847-sombr?from=%2F
2026-03-22T16:47:25.182355,,,INDIE|POP|INDIE POP|WEDNESDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577159_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064850-twenty-one-pilots?from=%2F
2026-03-22T16:47:25.182604,,,POP|TUESDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594724_performance_960.jpeg,/en/programs-lineup-2026#/artist/2071958-zara-larsson?from=%2F
2026-03-22T16:47:25.182857,Argy,GR,TECHNO|MELODIC TECHNO|ELECTRONIC|WEDNESDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594576_performance_960.jpeg,/en/programs-lineup-2026#/artist/2069921-argy?from=%2F
2026-03-22T16:47:27.360791,Ashnikko,US,HIP-HOP|ALT POP|POP|WEDNESDAY,https://media.appmiral.com/prod/performance/0056/80/thumb_5579811_performance_960.jpeg,/en/programs-lineup-2026#/artist/2065315-ashnikko?from=%2F
2026-03-22T16:47:27.361063,bbno$,CA,RAP|HIP-HOP|SATURDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577125_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064842-bbno%24?from=%2F
2026-03-22T16:47:27.361334,Beton.Hofi,HU,TRAP|HIP-HOP|RAP|FRIDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594583_performance_960.jpeg,/en/programs-lineup-2026#/artist/2071957-beton.hofi?from=%2F
2026-03-22T16:47:28.976073,Biffy Clyro,SCO,ROCK|ALTERNATIVE ROCK|WEDNESDAY,https://media.appmiral.com/prod/performance/0056/82/thumb_5581804_performance_960.jpeg,/en/programs-lineup-2026#/artist/2065608-biffy-clyro?from=%2F
2026-03-22T16:47:28.976381,Boys Noize,DE,ELECTRO-HOUSE|ELECTRONIC|TECHNO|THURSDAY,https://media.appmiral.com/prod/performance/0056/88/thumb_5587841_performance_960.jpeg,/en/programs-lineup-2026#/artist/2068362-boys-noize?from=%2F
